6.204910281990888507e+03,1.060000000000000000e+02,5.853688945274423361e+01
1.064345467921928139e+04,2.130000000000000000e+02,4.996927079445671893e+01
1.854540614906663905e+04,4.310000000000000000e+02,4.302878456860008782e+01
2.048044099256089612e+04,4.940000000000000000e+02,4.145838257603420374e+01
1.088732534201303861e+04,2.230000000000000000e+02,4.882208673548447564e+01
1.573477576182899065e+04,4.280000000000000000e+02,3.676349477062848337e+01
1.256908299289554452e+04,2.290000000000000000e+02,5.488682529648709618e+01
8.773192059789162158e+03,1.610000000000000000e+02,5.449187614775877364e+01
1.928301894908492977e+04,4.700000000000000000e+02,4.102769989167006059e+01
1.586371234919234303e+04,3.480000000000000000e+02,4.558538031377110400e+01
1.905925694430675139e+04,3.750000000000000000e+02,5.082468518481800146e+01
1.147795298293382257e+04,2.160000000000000000e+02,5.313867121728621612e+01
1.504313475607657347e+04,3.610000000000000000e+02,4.167073339633400053e+01
8.793413084875246568e+03,1.360000000000000000e+02,6.465744915349445421e+01
1.231002695487714664e+04,2.580000000000000000e+02,4.771328277084165137e+01
1.510437049305732944e+04,3.460000000000000000e+02,4.365424997993447676e+01
8.806130482782566105e+03,1.630000000000000000e+02,5.402534038516911608e+01
1.451744543366421021e+04,3.200000000000000000e+02,4.536701698020065976e+01
1.256032630567314663e+04,3.050000000000000000e+02,4.118139772351851491e+01
1.808351622153534117e+04,3.670000000000000000e+02,4.927388616222163620e+01
1.661188738879481389e+04,4.290000000000000000e+02,3.872234822562893441e+01
9.505139788203356147e+03,2.030000000000000000e+02,4.682334871036135837e+01
1.662484689613675437e+04,3.830000000000000000e+02,4.340691095597063764e+01
8.933726147423822113e+03,1.950000000000000000e+02,4.581398024319909013e+01
7.661580843277622080e+03,1.620000000000000000e+02,4.729370890912112202e+01
6.722589665611768396e+03,1.030000000000000000e+02,6.526786083118221882e+01
1.182497176097156989e+04,2.590000000000000000e+02,4.565626162537285637e+01
6.926182124075896354e+03,1.150000000000000000e+02,6.022767064413822879e+01
2.042056814885465428e+04,5.020000000000000000e+02,4.067842260728018999e+01
1.514023519191856758e+04,3.020000000000000000e+02,5.013322911231313839e+01
2.525831123347459652e+04,5.820000000000000000e+02,4.339916019497353261e+01
9.508501633156391108e+03,1.630000000000000000e+02,5.833436584758521803e+01
1.286975314680567681e+04,3.060000000000000000e+02,4.205801681962639549e+01
1.217928872818820491e+04,2.140000000000000000e+02,5.691256415041217309e+01
7.377383790504774879e+03,1.020000000000000000e+02,7.232729206377230469e+01
1.573037800718772996e+04,3.790000000000000000e+02,4.150495516408371799e+01
1.195577218990311121e+04,2.730000000000000000e+02,4.379403732565242535e+01
1.362421648114849813e+04,2.160000000000000000e+02,6.307507630161341439e+01
9.850928930937452606e+03,1.970000000000000000e+02,5.000471538546930361e+01
1.739079517852647405e+04,4.040000000000000000e+02,4.304652271912493688e+01
1.409823242568480600e+04,2.900000000000000000e+02,4.861459457132691853e+01
1.353106855852828085e+04,2.980000000000000000e+02,4.540627033063181273e+01
8.398388002719479118e+03,1.680000000000000000e+02,4.999040477809213456e+01
1.546636173521263845e+04,3.510000000000000000e+02,4.406370864732945591e+01
9.631247440669441858e+03,1.900000000000000000e+02,5.069077600352337498e+01
1.362731197190530111e+04,3.100000000000000000e+02,4.395907087711387362e+01
1.140751683392394807e+04,1.850000000000000000e+02,6.166225315634566329e+01
1.390175633665882742e+04,2.760000000000000000e+02,5.036868237919865265e+01
1.522085954142089031e+04,3.610000000000000000e+02,4.216304582111050081e+01
1.082426807809279489e+04,2.620000000000000000e+02,4.131400029806410146e+01
1.537791672087300321e+04,3.650000000000000000e+02,4.213127868732329517e+01
1.081314399005120868e+04,1.930000000000000000e+02,5.602665279819279220e+01
2.218351178238995999e+04,4.600000000000000000e+02,4.822502561389121922e+01
1.016558200678408866e+04,2.070000000000000000e+02,4.910909182021298847e+01
1.030180412893775792e+04,2.370000000000000000e+02,4.346752797020150894e+01
1.634647802371146463e+04,3.700000000000000000e+02,4.417967033435530766e+01
2.332123390321203988e+04,4.800000000000000000e+02,4.858590396502508213e+01
1.217986636886439737e+04,2.000000000000000000e+02,6.089933184432198487e+01
7.741561980676769053e+03,1.240000000000000000e+02,6.243195145707071703e+01
1.263332773443033875e+04,2.840000000000000000e+02,4.448354836067020557e+01
1.303691489626224575e+04,2.790000000000000000e+02,4.672729353499012461e+01
8.374044203037678017e+03,1.570000000000000000e+02,5.333786116584508363e+01
1.064868467235194476e+04,2.130000000000000000e+02,4.999382475282602911e+01
2.029868898148283915e+04,4.610000000000000000e+02,4.403186330039661556e+01
8.443673067802546939e+03,1.420000000000000000e+02,5.946248639297568417e+01
1.360691822485956436e+04,3.410000000000000000e+02,3.990298599665561596e+01
1.488929079801471380e+04,3.330000000000000000e+02,4.471258497902316265e+01
1.297322653646185972e+04,2.690000000000000000e+02,4.822760794223739822e+01
2.448807498841272172e+04,5.190000000000000000e+02,4.718318880233665169e+01
1.636703273273290506e+04,4.530000000000000000e+02,3.613031508329559927e+01
1.191033769624341767e+04,2.430000000000000000e+02,4.901373537548731463e+01
9.423198441685817670e+03,1.800000000000000000e+02,5.235110245381009975e+01
2.851292430473975764e+04,5.850000000000000000e+02,4.874004154656368826e+01
7.687174345478905707e+03,1.260000000000000000e+02,6.100932020221353724e+01
1.925311125069205445e+04,4.160000000000000000e+02,4.628151742954820946e+01
2.286100363880123405e+04,4.440000000000000000e+02,5.148874693423701387e+01
8.570485392257056446e+03,1.490000000000000000e+02,5.752003618964467080e+01
8.961595902926164854e+03,1.790000000000000000e+02,5.006478158059309891e+01
1.412810545698247188e+04,3.000000000000000000e+02,4.709368485660824177e+01
1.258705632471472563e+04,2.560000000000000000e+02,4.916818876841689701e+01
8.517959196307925595e+03,1.660000000000000000e+02,5.131300720667424997e+01
1.380997325376153094e+04,3.090000000000000000e+02,4.469247007689816087e+01
1.625694353014084481e+04,3.420000000000000000e+02,4.753492260275100989e+01
4.848392614041958950e+03,8.500000000000000000e+01,5.703991310637599099e+01
1.224393800486417604e+04,2.880000000000000000e+02,4.251367362800061045e+01
9.770604071762863896e+03,1.690000000000000000e+02,5.781422527670333977e+01
1.352029603721408239e+04,2.900000000000000000e+02,4.662171047315200667e+01
1.496299111132351572e+04,3.300000000000000000e+02,4.534239730704095450e+01
1.283659261835348116e+04,2.900000000000000000e+02,4.426411247708097108e+01
2.137192922528264899e+04,4.920000000000000000e+02,4.343888053919237535e+01
8.647495578961017600e+03,1.690000000000000000e+02,5.116861289326045892e+01
2.304454328015503415e+04,5.540000000000000000e+02,4.159664852013543879e+01
1.094061258020248169e+04,2.200000000000000000e+02,4.973005718273855535e+01
1.706016150044911410e+04,4.370000000000000000e+02,3.903927116807577846e+01
1.814465540978429635e+04,3.660000000000000000e+02,4.957556122891884343e+01
8.178030844479704683e+03,1.550000000000000000e+02,5.276148931922389806e+01
1.589231177771959483e+04,3.830000000000000000e+02,4.149428662589972561e+01
1.526008607172116172e+04,4.270000000000000000e+02,3.573790649115026241e+01
1.318951035049420352e+04,2.560000000000000000e+02,5.152152480661798251e+01
1.987134306202443986e+04,4.670000000000000000e+02,4.255105580733285109e+01
2.124899836512535330e+04,5.810000000000000000e+02,3.657314692792660082e+01
1.276035157282978253e+04,2.820000000000000000e+02,4.524947366251696224e+01
1.543527334316706583e+04,2.920000000000000000e+02,5.286052514783241918e+01
1.423174783795965232e+04,2.570000000000000000e+02,5.537645073136051366e+01
1.788509377564701572e+04,3.660000000000000000e+02,4.886637643619403093e+01
9.495466022379761853e+03,2.080000000000000000e+02,4.565127895374885725e+01
1.607940286730414846e+04,3.080000000000000000e+02,5.220585346527320780e+01
9.199266693959070835e+03,1.840000000000000000e+02,4.999601464108190640e+01
9.121013943719301096e+03,1.510000000000000000e+02,6.040406585244570437e+01
8.802091159466814133e+03,1.400000000000000000e+02,6.287207971047724442e+01
2.380305161515746659e+04,5.910000000000000000e+02,4.027589105779605205e+01
1.333185193399107084e+04,3.160000000000000000e+02,4.218940485440212029e+01
8.653456984936638037e+03,1.820000000000000000e+02,4.754646695020130664e+01
1.372375282153731860e+04,2.760000000000000000e+02,4.972374210701926955e+01
1.449987641185463326e+04,3.280000000000000000e+02,4.420694028004461273e+01
1.179149075706554140e+04,2.550000000000000000e+02,4.624114022378643796e+01
1.216527613909362299e+04,2.870000000000000000e+02,4.238772173900217410e+01
7.803586277374893143e+03,1.540000000000000000e+02,5.067263816477203164e+01
1.152962123802327187e+04,2.500000000000000000e+02,4.611848495209308396e+01
1.619247295607246451e+04,3.950000000000000000e+02,4.099360242043661628e+01
1.187511903684869685e+04,2.020000000000000000e+02,5.878771800420147287e+01
1.308534036733689572e+04,2.350000000000000000e+02,5.568229943547615335e+01
1.201433154246316917e+04,2.940000000000000000e+02,4.086507327368424569e+01
5.547260675853195607e+03,8.800000000000000000e+01,6.303705313469540528e+01
1.510865812576347707e+04,3.460000000000000000e+02,4.366664198197536706e+01
1.417079251730894430e+04,3.210000000000000000e+02,4.414577108195932453e+01
